Name,Album,Artist,Genre,Subgenre,Publish Date,Duration,BPM,Vocal Rage,E2_binary,F2_binary,F♯2_binary,G2_binary,G♯2_binary,A2_binary,A♯2_binary,B2_binary,C3_binary,C♯3_binary,D3_binary,D♯3_binary,E3_binary,F3_binary,F♯3_binary,G3_binary,G♯3_binary,A3_binary,A♯3_binary,B3_binary,C4_binary,C♯4_binary,D4_binary,D♯4_binary,E4_binary,F4_binary,F♯4_binary,G4_binary,G♯4_binary,A4_binary,A♯4_binary,B4_binary,C5_binary,C♯5_binary,D5_binary,D♯5_binary,E5_binary,F5_binary,F♯5_binary,G5_binary,G♯5_binary,A5_binary,A♯5_binary,B5_binary,C6_binary,E2_freq,F2_freq,F♯2_freq,G2_freq,G♯2_freq,A2_freq,A♯2_freq,B2_freq,C3_freq,C♯3_freq,D3_freq,D♯3_freq,E3_freq,F3_freq,F♯3_freq,G3_freq,G♯3_freq,A3_freq,A♯3_freq,B3_freq,C4_freq,C♯4_freq,D4_freq,D♯4_freq,E4_freq,F4_freq,F♯4_freq,G4_freq,G♯4_freq,A4_freq,A♯4_freq,B4_freq,C5_freq,C♯5_freq,D5_freq,D♯5_freq,E5_freq,F5_freq,F♯5_freq,G5_freq,G♯5_freq,A5_freq,A♯5_freq,B5_freq,C6_freq,D1_binary,E1_binary,F1_binary,G1_binary,A1_binary,B1_binary,C♯2_binary,D♯2_binary,C♯6_binary,D1_freq,E1_freq,F1_freq,G1_freq,A1_freq,B1_freq,C♯2_freq,D♯2_freq,C♯6_freq,C1_binary,C♯1_binary,D♯1_binary,F♯1_binary,G♯1_binary,A♯1_binary,C2_binary,D2_binary,D6_binary,D♯6_binary,F6_binary,F♯6_binary,G6_binary,A6_binary,B6_binary,C1_freq,C♯1_freq,D♯1_freq,F♯1_freq,G♯1_freq,A♯1_freq,C2_freq,D2_freq,D6_freq,D♯6_freq,F6_freq,F♯6_freq,G6_freq,A6_freq,B6_freq,E6_binary,G♯6_binary,A♯6_binary,E6_freq,G♯6_freq,A♯6_freq
สลักจิต,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,4,14,82,37,65,130,109,197,956,395,671,361,1494,4625,2137,7651,1284,2296,447,266,1317,108,403,72,96,256,68,687,144,48,5,16,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สองรัก,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,6,8,,4,6,192,38,124,290,358,908,570,1928,1222,2902,2036,2826,7916,2020,3328,2020,6844,4460,1068,4012,446,674,266,468,462,160,74,94,44,36,46,366,6,12,6,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,34.0,382.0,6.0,4.0,4.0,4.0,4.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2.0,2.0,4.0,2.0,4.0,,,,,,,,,,,,,
สารตั้งต้นแห่งรอยยิ้ม,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,,0,0,,0,,0,,0,0,,0,0,,12,16,4,12,54,256,118,438,774,2124,10098,2120,3176,1014,3316,8320,3240,6776,3068,4198,706,1966,3518,672,1450,22,12,56,10,22,14,,2,2,,2,,2,,2,2,,2,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,506.0,4.0,2.0,2.0,4.0,6.0,2.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,2.0,2.0,36.0,6.0,,2.0,2.0,2.0,,,540.0,,0.0,0.0,,2.0,4.0
สีของฟ้า,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,10,92,136,734,414,442,286,614,4678,1126,3008,1962,7282,3042,1878,5162,1214,2052,520,964,3242,828,1026,368,1334,342,48,192,22,56,110,76,12,24,8,8,4,14,72,8,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18.0,24.0,298.0,16.0,10.0,2.0,4.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,194.0,26.0,36.0,36.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,
หน้าหนาวที่แล้ว,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,4,4,,32,80,48,70,122,886,598,322,510,550,1520,2754,1650,4914,2238,2718,7732,1846,8542,2536,5392,1316,760,4434,252,332,150,112,116,2,12,8,28,,6,16,18,8,2,,2,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.0,12.0,186.0,2.0,2.0,,4.0,,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,84.0,,2.0,2.0,2.0,2.0,4.0,2.0,,,2.0,,2.0,,258.0,0.0,,0.0,2.0,,2.0
อนันตกาล,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,4,12,22,50,74,490,1632,1156,2096,1200,1388,5792,1384,4918,1534,4204,1496,1218,3870,934,1814,680,3052,1816,474,1570,400,410,442,564,264,178,132,134,46,58,46,6,22,8,70,36,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,2.0,2.0,,2.0,2.0,2.0,280.0,0.0,,0.0,2.0,,8.0
อยู่ต่อเลยได้ไหม,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,2,,2,4,4,14,4,70,172,486,900,2070,1824,2688,2310,3396,6516,2800,3848,3054,3398,1414,1104,4118,1094,1114,518,1320,284,108,50,60,240,8,12,38,4,,4,2,4,4,,16,,0.0,0.0,,0.0,0.0,0.0,0.0,,,22.0,64.0,,2.0,2.0,2.0,2.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,,4.0,2.0,2.0,,,,,4.0,2.0,4.0,,2.0,34.0,,0.0,0.0,0.0,2.0,2.0,26.0
อุ่นไอของเปลวไฟ,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,0,0,,0,,0,0,,12,10,8,36,144,40,60,594,322,142,226,390,1032,522,736,698,1584,1874,3154,5272,2362,5936,2304,8110,2244,538,1362,120,120,70,692,1916,10,30,14,,2,2,2,,2,,2,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,254.0,160.0,44.0,22.0,50.0,12.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,272.0,72.0,38.0,66.0,32.0,8.0,6.0,6.0,2.0,,,2.0,2.0,6.0,670.0,0.0,,0.0,2.0,,10.0
อ้าว,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8,14,4,8,9,13,32,39,68,169,428,688,1482,900,1426,1489,1627,3160,2121,2560,1318,2489,1653,620,1992,167,249,33,7,25,12,21,15,8,4,8,88,4,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,13.0,167.0,1.0,1.0,1.0,1.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,20.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,
เกิดมาแค่รักกัน,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,16,22,7,130,103,299,162,400,410,460,1947,655,1434,711,1038,2832,669,2336,824,2681,2749,438,1956,184,199,144,471,1102,100,199,49,212,137,187,19,14,8,64,81,102,189,335,24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,29.0,111.0,3.0,8.0,1.0,,3.0,90.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,8.0,5.0,2.0,3.0,3.0,173.0,19.0,10.0,1.0,11.0,1.0,540.0,0.0,0.0,0.0,25.0,8.0,9.0
เกินปุยมุ้ย,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,2,,2,4,7,3,13,147,19,11,20,78,192,437,815,579,704,783,1214,3624,1097,2437,1386,1983,396,235,1285,297,384,82,115,189,93,106,13,3,5,7,57,25,2,26,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,3.0,256.0,2.0,,2.0,2.0,1.0,1.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,
เจอกันเพราะตอบกลับสตอรี่,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,8,10,20,6,76,102,366,2764,2354,3922,4000,5942,2170,1630,8328,2462,4900,880,1526,1388,2176,6254,1260,1398,586,970,1502,100,70,30,70,58,2,10,16,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,6.0,40.0,238.0,2.0,2.0,2.0,,92.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,40.0,14.0,24.0,8.0,,,2.0,,,,,,,,,,,,,,
เจ้าสาวไฉไล,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,44,30,40,50,318,288,350,772,1180,1498,1244,2316,6538,3902,7014,4510,4986,2106,1656,3256,1164,1534,1398,1786,1548,126,56,74,22,24,12,12,14,78,8,12,6,10,8,10,10,8,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,44.0,496.0,10.0,4.0,4.0,2.0,22.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,16.0,18.0,10.0,,4.0,2.0,14.0,62.0,174.0,186.0,726.0,656.0,420.0,378.0,0.0,0.0,0.0,198.0,1020.0,684.0
เดินทางไกล,,,,,,,,,0,0,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,2,2,,4,22,26,46,304,596,362,1236,1884,860,1178,1266,3936,5796,2274,2176,1660,3148,2026,2598,4916,1210,1316,358,614,390,14,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,162.0,300.0,8.0,4.0,4.0,4.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2.0,14.0,14.0,2.0,2.0,4.0,,,,,,,,,,,,,
เธอ,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,2,12,1,9,45,114,246,422,241,414,476,1176,3396,887,3435,963,2728,762,1178,3241,680,929,337,680,1033,203,153,165,342,107,325,745,59,31,67,90,13,3,48,3,21,,,,,,,,,0.0,,,,,,,,,29.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,13.0,17.0,1.0,1.0,1.0,1.0,811.0,0.0,,0.0,1.0,,1.0
เธอยัง,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,67,30,5,5,12,39,84,108,121,507,287,1130,389,610,3813,957,1493,898,3180,5455,1369,4427,774,1689,407,205,511,29,13,12,8,6,6,29,35,49,9,1,1,,1,,1,1,,,,,,,,,0.0,0.0,,,,,,,,13.0,2.0,,,,,,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,,,1.0,,1.0,1.0,,350.0,0.0,0.0,0.0,1.0,1.0,2.0
เพลงรักเพลงแรก,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,3,2,3,2,2,27,62,23,21,150,309,232,269,519,140,377,341,446,909,1275,1023,5030,1864,3307,1376,3048,1976,443,959,212,37,19,61,33,16,3,15,7,12,18,85,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,46.0,143.0,9.0,5.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,60.0,12.0,16.0,27.0,23.0,4.0,2.0,2.0,8.0,4.0,1.0,1.0,,,632.0,,0.0,0.0,,1.0,2.0
เพียงฤดู,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,22,40,14,6,6,12,92,298,1174,412,3068,1128,3536,7640,1654,4080,2590,7736,3604,2894,6136,808,2296,172,714,796,32,116,12,26,372,170,106,64,34,34,6,20,106,32,54,124,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,14.0,6.0,4.0,4.0,6.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,28.0,2.0,14.0,2.0,4.0,4.0,4.0,2.0,72.0,2.0,,2.0,2.0,2.0,228.0,,,0.0,,,2.0
เล่นของสูง,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,10,8,2,12,130,564,854,334,242,292,398,456,1362,644,870,944,2678,7104,2390,6270,2036,4408,3464,1752,6800,822,3072,144,188,66,48,46,42,202,220,72,166,20,166,2,2,8,10,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4.0,40.0,,2.0,2.0,2.0,2.0,24.0,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
เวทีดาว,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,76,126,188,282,368,318,436,692,4614,1906,4906,2086,6418,10792,2748,5178,1966,1842,348,280,462,66,152,102,176,358,56,158,48,174,12,20,48,8,26,6,8,6,10,4,12,2,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,66.0,180.0,198.0,76.0,84.0,8.0,154.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,22.0,18.0,34.0,264.0,116.0,16.0,10.0,2.0,2.0,2.0,2.0,2.0,34.0,42.0,0.0,0.0,0.0,2.0,12.0,32.0
เส้นบางๆ,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,5,44,53,90,308,67,182,400,1086,1821,737,1705,897,1485,1818,1325,2483,496,815,802,1798,3053,913,1926,478,1006,535,19,31,13,9,55,62,53,24,17,42,9,12,13,5,9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,21.0,95.0,19.0,7.0,3.0,2.0,2.0,31.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,14.0,18.0,,,1.0,141.0,11.0,3.0,2.0,3.0,14.0,52.0,0.0,0.0,0.0,3.0,4.0,1.0
เอาปากกามาวง,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,2,,1,1,2,3,24,93,31,100,117,204,129,176,675,680,1141,611,757,1948,902,3172,1887,3130,1016,496,1908,280,113,57,75,64,76,116,100,20,21,13,36,13,12,37,,,,,,,,0.0,0.0,,,,,,,,4.0,62.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,54.0,3.0,2.0,11.0,1.0,1.0,37.0,0.0,0.0,0.0,2.0,2.0,2.0
แก่จนป่านนี้คงเป็นไอ้ต้าวต่อไปวอนขอเพียงเธอแค่หางตา,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,0,,0,,0,0,,,0,,0,,8,10,4,14,16,18,68,88,162,490,1502,2386,2190,2146,1396,5042,15626,3872,4408,2706,4058,1194,1444,4028,1632,2316,184,138,78,42,8,2,,2,,2,,2,2,,,2,,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,36.0,58.0,24.0,22.0,8.0,10.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,1.0,404.0,34.0,28.0,38.0,8.0,22.0,6.0,6.0,,2.0,,2.0,,,1430.0,0.0,0.0,0.0,2.0,2.0,2.0
แก้มน้องนางนั้นแดงกว่าใคร,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,,0,,0,,0,0,,4,10,8,8,8,114,70,102,136,1402,2614,1004,1358,1006,2906,760,1530,6296,5220,10478,3396,6182,1106,1916,4418,1710,2592,130,188,962,410,1424,30,1650,4,2,12,,2,,2,,2,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,190.0,570.0,28.0,16.0,8.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,122.0,42.0,74.0,38.0,50.0,8.0,6.0,10.0,2.0,,2.0,,2.0,2.0,1556.0,,,,,,
แด่เธอแม่เนื้อหอมผู้ครอบครองโลกทั้งใบและใจของผม(ชีวรินท์ X ห้องคุณตา),,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,10,40,40,78,62,216,606,804,1846,550,1356,666,2724,12330,3680,7398,3760,6824,1736,2034,2556,604,480,280,848,1104,130,130,130,152,4,16,24,10,4,,2,4,2,2,2,38,12,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,36.0,46.0,2.0,6.0,6.0,6.0,4.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,266.0,40.0,28.0,40.0,26.0,6.0,10.0,8.0,96.0,36.0,,2.0,,,586.0,0.0,0.0,0.0,16.0,2.0,2.0
แม่กำปอง,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,18,4,34,2,64,230,16,90,24,352,130,576,2308,2424,5242,1520,5156,15072,2062,9326,1842,4536,572,208,526,110,48,18,30,226,16,110,20,2,10,40,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,48.0,770.0,4.0,4.0,2.0,2.0,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,
โกหก,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,4,134,48,80,62,322,868,740,2508,1632,3900,2474,2814,4480,1254,2726,1166,2868,2226,1352,3772,1454,740,292,82,134,8,12,8,76,12,24,206,20,32,2,12,,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
โต๊ะริม,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,4,4,6,38,169,61,150,369,175,457,233,1021,480,1190,3652,1626,3899,1242,2967,1359,342,1191,427,764,143,270,571,133,388,93,367,196,43,64,6,5,24,10,1,3,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,27.0,178.0,1.0,3.0,2.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,63.0,56.0,47.0,2.0,,1.0,1.0,2.0,12.0,36.0,,1.0,1.0,1.0,61.0,,,,,,
ใครงามเลิศในปฐพี,,,,,,,,,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,82,64,138,340,1090,516,1464,638,1484,4308,2006,5120,1254,3408,1724,1350,4764,1374,3144,736,1954,3846,2448,4576,1902,3826,1284,624,3166,654,2034,148,84,36,76,40,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,16.0,,22.0,554.0,6.0,206.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2.0,4.0,470.0,34.0,12.0,,,,,,,,,,,,,
ได้แต่นึกถึง,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,4,4,6,3,5,31,23,33,249,308,399,937,525,1380,1014,1179,3669,1999,3073,1550,2806,2272,864,1418,497,668,388,363,321,169,22,2,12,4,7,71,1,,1,1,2,,2,,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,12.0,140.0,2.0,2.0,2.0,3.0,4.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,,,,1.0,1.0,1.0,1.0,1.0,,2.0,,,2.0,,4.0,,0.0,0.0,0.0,2.0,2.0,17.0
ไม่เคย,,,,,,,,,,0,,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,18,,4,4,12,54,1582,76,144,296,1218,206,278,1708,462,472,578,2532,8244,1532,3264,2026,3096,688,854,4202,704,2900,584,1310,384,16,58,112,14,10,70,70,2,6,4,8,,74,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,16.0,156.0,2.0,2.0,2.0,,6.0,2.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,6.0,,,,,2.0,2.0,2.0,4.0,2.0,4.0,22.0,,0.0,,0.0,4.0,,32.0
ไม่เป็นรอง,,,,,,,,,0,0,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,,4,5,150,48,251,178,324,792,910,2291,717,1619,903,2052,5253,1579,3657,1317,1872,704,535,1929,233,440,31,18,117,40,162,6,3,2,5,1,14,4,2,2,2,2,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,17.0,4.0,17.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,89.0,25.0,4.0,6.0,23.0,1.0,,,2.0,,2.0,1.0,7.0,12.0,876.0,0.0,0.0,0.0,3.0,27.0,8.0
スノードーム ⧸ 『ユイカ』【MV】,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,20,14,54,84,120,592,260,406,388,744,762,602,2304,888,1212,986,1890,7630,1852,5824,2844,2296,546,518,3754,844,606,264,394,504,108,202,74,20,66,26,68,36,84,58,,,,,,,,,0.0,,,,,,,,,10.0,,,,,,,,,0.0,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,
好きだから。⧸ 『ユイカ』【MV】,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,72,,4,8,4,26,40,298,796,628,526,518,1354,1726,2952,1348,1542,1646,1718,11676,4440,6396,2316,4364,2218,1306,5250,1258,1122,242,750,858,840,216,202,74,72,4,16,16,12,16,12,214,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,26.0,486.0,2.0,2.0,2.0,2.0,,8.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,12.0,4.0,2.0,6.0,8.0,,,2.0,,,,,,,,,,,,,
恋泥棒。 ⧸ 『ユイカ』【MV】,,,,,,,,,0,,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,4,2,2,10,30,170,950,428,444,638,796,966,3694,2336,1276,1222,2194,6484,2382,4450,2618,5202,2784,790,2052,330,494,250,88,66,44,68,80,74,46,82,8,14,72,2,12,2,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,62.0,2.0,2.0,4.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,60.0,30.0,4.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,
